,회사명,거래소코드,회계년도,상장폐지일,업종코드,산업코드,산업명,소속코드
0,(주)CMG제약,58820,2004/12,,1,32102,  의료용 물질 및 의약품 제조업,5
1,(주)DB하이텍,990,2004/12,,1,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
2,(주)ES큐브,50120,2004/06,,1,74604,  도매 및 상품 중개업,5
3,(주)MH에탄올,23150,2004/12,,1,31101,  음료 제조업,1
4,(주)SH에너지화학,2360,2004/06,,1,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1
5,(주)SIMPAC,9160,2004/12,,1,32401,  1차 금속 제조업,1
6,(주)SNT홀딩스,36530,2004/12,,1,137105,  전문 서비스업,1
7,(주)STX,11810,2004/12,,1,74608,  도매 및 상품 중개업,1
8,(주)TCC스틸,2710,2004/12,,1,32401,  1차 금속 제조업,1
9,(주)가비아,79940,2004/12,,1,105802,  출판업,5
10,(주)강원랜드,35250,2004/12,,1,189102,  스포츠 및 오락관련 서비스업,1
11,(주)강원에너지,114190,2004/11,,1,32501,  금속가공제품 제조업; 기계 및 가구 제외,5
12,(주)갤럭시아에스엠,11420,2004/12,,1,189101,  스포츠 및 오락관련 서비스업,1
13,(주)경농,2100,2004/12,,1,32003,  화학물질 및 화학제품 제조업; 의약품 제외,1
14,(주)경동나비엔,9450,2004/12,,1,32805,  전기장비 제조업,1
15,(주)경동인베스트,12320,2004/12,,1,137105,  전문 서비스업,1
16,(주)경방,50,2004/12,,1,74701,  소매업; 자동차 제외,1
17,(주)경보제약,214390,2004/12,,1,32101,  의료용 물질 및 의약품 제조업,1
18,(주)경인양행,12610,2004/12,,1,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1
19,(주)골드앤에스,35290,2004/12,,1,105801,  출판업,5
20,(주)광림,14200,2004/12,,1,33001,  자동차 및 트레일러 제조업,6
21,(주)광명전기,17040,2004/11,,1,32801,  전기장비 제조업,1
22,(주)광무,29480,2004/12,,1,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
23,(주)광주신세계,37710,2004/12,,1,74701,  소매업; 자동차 제외,1
24,(주)구영테크,53270,2004/12,,1,33003,  자동차 및 트레일러 제조업,5
25,(주)국동,5320,2004/12,,1,74604,  도매 및 상품 중개업,1
26,(주)국보,1140,2004/12,,1,84903,  육상운송 및 파이프라인 운송업,1
27,(주)국보디자인,66620,2004/12,,1,64204,  전문직별 공사업,5
28,(주)국순당,43650,2004/12,,1,31101,  음료 제조업,5
29,(주)국영지앤엠,6050,2004/12,,1,32301,  비금속 광물제품 제조업,5
30,(주)그래디언트,35080,2004/12,,1,74709,  소매업; 자동차 제외,5
31,(주)글로벌스탠다드테크놀로지,83450,2004/12,,1,32902,  기타 기계 및 장비 제조업,5
32,(주)금비,8870,2004/09,,1,32301,  비금속 광물제품 제조업,1
33,(주)금양,1570,2004/12,,1,32001,  화학물질 및 화학제품 제조업; 의약품 제외,1
34,(주)금호에이치티,214330,2004/12,,1,33003,  자동차 및 트레일러 제조업,1
35,(주)금화피에스시,36190,2004/12,,1,64203,  전문직별 공사업,5
36,(주)기산텔레콤,35460,2004/12,,1,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
37,(주)까뮤이앤씨,13700,2004/12,,1,64101,  종합 건설업,1
38,(주)나노신소재,121600,2004/12,,1,32004,  화학물질 및 화학제품 제조업; 의약품 제외,5
39,(주)나노엔텍,39860,2004/12,,1,32701,"  의료, 정밀, 광학기기 및 시계 제조업",5
40,(주)나래나노텍,137080,2004/12,,1,32902,  기타 기계 및 장비 제조업,5
41,(주)나스미디어,89600,2004/12,,1,137103,  전문 서비스업,5
42,(주)나이스홀딩스,34310,2004/12,,1,137105,  전문 서비스업,1
43,(주)남선알미늄,8350,2004/12,,1,32402,  1차 금속 제조업,1
44,(주)남성,4270,2004/12,,1,74607,  도매 및 상품 중개업,1
45,(주)네오위즈홀딩스,42420,2004/12,,1,105802,  출판업,5
46,(주)네오티스,85910,2004/12,,1,33003,  자동차 및 트레일러 제조업,5
47,(주)네오팜,92730,2004/06,,1,32004,  화학물질 및 화학제품 제조업; 의약품 제외,5
48,(주)네이처셀,7390,2004/12,,1,32101,  의료용 물질 및 의약품 제조업,5
49,(주)네패스,33640,2004/12,,1,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
50,(주)넥센,5720,2004/12,,1,32201,  고무 및 플라스틱제품 제조업,1
51,(주)넥스턴바이오사이언스,89140,2004/12,,1,32902,  기타 기계 및 장비 제조업,5
52,(주)노루홀딩스,320,2004/12,,1,137105,  전문 서비스업,1
53,(주)녹십자,6280,2004/12,,1,32102,  의료용 물질 및 의약품 제조업,1
