회사명,거래소코드,회계년도,상장폐지일,업종코드,산업코드,산업명,소속코드
(주)CMG제약,058820,2000/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2001/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2002/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2003/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2004/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2005/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2006/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2007/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2008/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2009/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2010/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2011/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2012/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2013/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2014/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2015/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2016/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2017/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2018/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2019/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2020/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2021/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)CMG제약,058820,2022/12,,01,032102,  의료용 물질 및 의약품 제조업,5
(주)DB하이텍,000990,1999/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2000/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2001/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2002/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2003/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2004/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2005/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2006/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2007/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2008/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2009/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2010/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2011/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2012/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2013/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2014/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2015/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2016/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2017/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2018/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2019/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2020/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2021/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)DB하이텍,000990,2022/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1
(주)ES큐브,050120,2001/06,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2002/06,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2003/06,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2004/06,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2005/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2006/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2007/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2008/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2009/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2010/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2011/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2012/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2013/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2014/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2015/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2016/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2017/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2018/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2019/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2020/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2021/12,,01,074604,  도매 및 상품 중개업,5
(주)ES큐브,050120,2022/12,,01,074604,  도매 및 상품 중개업,5
(주)HJ중공업,097230,2007/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2008/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2009/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2010/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2011/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2012/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2013/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2014/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2015/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2016/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2017/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2018/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2019/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2020/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2021/12,,01,064102,  종합 건설업,1
(주)HJ중공업,097230,2022/12,,01,064102,  종합 건설업,1
(주)LG데이콤,015940,1999/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2000/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2001/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2002/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2003/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2004/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2005/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2006/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2007/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG데이콤,015940,2008/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2001/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2002/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2003/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2004/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2005/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2006/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2007/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)LG파워콤,045820,2008/12,2010/01/15,01,106102,  우편 및 통신업,4
(주)MH에탄올,023150,1999/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2000/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2001/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2002/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2003/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2004/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2005/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2006/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2007/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2008/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2009/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2010/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2011/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2012/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2013/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2014/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2015/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2016/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2017/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2018/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2019/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2020/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2021/12,,01,031101,  음료 제조업,1
(주)MH에탄올,023150,2022/12,,01,031101,  음료 제조업,1
(주)SH에너지화학,002360,1999/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2000/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2001/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2002/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2003/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2004/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2005/06,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2006/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2007/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2008/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2009/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2010/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2011/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2012/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2013/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2014/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2015/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2016/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2017/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2018/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2019/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2020/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2021/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SH에너지화학,002360,2022/12,,01,032001,  화학물질 및 화학제품 제조업; 의약품 제외,1
(주)SIMPAC,009160,1999/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2000/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2001/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2002/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2003/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2004/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2005/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2006/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2007/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2008/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2009/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2010/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2011/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2012/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2013/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2014/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2015/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2016/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2017/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2018/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2019/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2020/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2021/12,,01,032401,  1차 금속 제조업,1
(주)SIMPAC,009160,2022/12,,01,032401,  1차 금속 제조업,1
(주)SNT에너지,100840,2008/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2009/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2010/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2011/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2012/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2013/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2014/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2015/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2016/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2017/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2018/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2019/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2020/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2021/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT에너지,100840,2022/12,,01,032901,  기타 기계 및 장비 제조업,1
(주)SNT홀딩스,036530,1999/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2000/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2001/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2002/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2003/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2004/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2005/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2006/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2007/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2008/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2009/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2010/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2011/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2012/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2013/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2014/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2015/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2016/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2017/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2018/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2019/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2020/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2021/12,,01,137105,  전문 서비스업,1
(주)SNT홀딩스,036530,2022/12,,01,137105,  전문 서비스업,1
(주)STX,011810,1999/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2000/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2001/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2002/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2003/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2004/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2005/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2006/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2007/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2008/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2009/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2010/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2011/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2012/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2013/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2014/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2015/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2016/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2017/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2018/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2019/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2020/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2021/12,,01,074608,  도매 및 상품 중개업,1
(주)STX,011810,2022/12,,01,074608,  도매 및 상품 중개업,1
(주)TCC스틸,002710,1999/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2000/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2001/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2002/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2003/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2004/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2005/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2006/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2007/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2008/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2009/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2010/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2011/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2012/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2013/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2014/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2015/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2016/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2017/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2018/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2019/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2020/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2021/12,,01,032401,  1차 금속 제조업,1
(주)TCC스틸,002710,2022/12,,01,032401,  1차 금속 제조업,1
(주)가비아,079940,2002/12,,01,105802,  출판업,5
(주)가비아,079940,2003/12,,01,105802,  출판업,5
(주)가비아,079940,2004/12,,01,105802,  출판업,5
(주)가비아,079940,2005/12,,01,105802,  출판업,5
(주)가비아,079940,2006/12,,01,105802,  출판업,5
(주)가비아,079940,2007/12,,01,105802,  출판업,5
(주)가비아,079940,2008/12,,01,105802,  출판업,5
(주)가비아,079940,2009/12,,01,105802,  출판업,5
(주)가비아,079940,2010/12,,01,105802,  출판업,5
(주)가비아,079940,2011/12,,01,105802,  출판업,5
(주)가비아,079940,2012/12,,01,105802,  출판업,5
(주)가비아,079940,2013/12,,01,105802,  출판업,5
(주)가비아,079940,2014/12,,01,105802,  출판업,5
(주)가비아,079940,2015/12,,01,105802,  출판업,5
(주)가비아,079940,2016/12,,01,105802,  출판업,5
(주)가비아,079940,2017/12,,01,105802,  출판업,5
(주)가비아,079940,2018/12,,01,105802,  출판업,5
(주)가비아,079940,2019/12,,01,105802,  출판업,5
(주)가비아,079940,2020/12,,01,105802,  출판업,5
(주)가비아,079940,2021/12,,01,105802,  출판업,5
(주)가비아,079940,2022/12,,01,105802,  출판업,5
(주)가온칩스,399720,2018/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
(주)가온칩스,399720,2019/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
(주)가온칩스,399720,2020/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
(주)가온칩스,399720,2021/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
(주)가온칩스,399720,2022/12,,01,032601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5
(주)갑을,009840,1999/12,2003/04/16,01,031304,  섬유제품 제조업; 의복제외,4
(주)갑을,009840,2000/12,2003/04/16,01,031304,  섬유제품 제조업; 의복제외,4
(주)갑을,009840,2001/12,2003/04/16,01,031304,  섬유제품 제조업; 의복제외,4
(주)갑을,009840,2002/12,2003/04/16,01,031304,  섬유제품 제조업; 의복제외,4
(주)강스템바이오텍,217730,2013/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2014/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2015/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2016/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2017/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2018/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2019/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2020/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2021/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강스템바이오텍,217730,2022/12,,01,032101,  의료용 물질 및 의약품 제조업,5
(주)강원랜드,035250,2000/12,2003/09/04,01,189102,  스포츠 및 오락관련 서비스업,4
(주)강원랜드,035250,2000/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2001/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2001/12,2003/09/04,01,189102,  스포츠 및 오락관련 서비스업,4
(주)강원랜드,035250,2002/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2002/12,2003/09/04,01,189102,  스포츠 및 오락관련 서비스업,4
(주)강원랜드,035250,2003/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2004/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2005/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2006/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2007/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2008/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2009/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2010/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2011/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2012/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2013/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2014/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2015/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2016/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2017/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2018/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2019/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2020/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2021/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원랜드,035250,2022/12,,01,189102,  스포츠 및 오락관련 서비스업,1
(주)강원에너지,114190,2000/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2001/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2002/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2003/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2004/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2005/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2006/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2007/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2008/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
(주)강원에너지,114190,2009/11,,01,032501,  금속가공제품 제조업; 기계 및 가구 제외,5
